scode,year,pooled_score,same_year_score,pooled_grade,same_year_grade,abs_difference
002617,2023,0.459,0.441,蓄力,蓄力,0.018000000000000016
002638,2018,0.471,0.493,蓄力,蓄力,0.02200000000000002
002638,2019,0.505,0.515,蓄力,蓄力,0.010000000000000009
002638,2020,0.529,0.537,蓄力,蓄力,0.008000000000000007
002638,2021,0.469,0.469,蓄力,蓄力,0.0
002638,2022,0.521,0.51,蓄力,蓄力,0.01100000000000001
002638,2023,0.472,0.446,蓄力,蓄力,0.025999999999999968
002668,2018,0.427,0.454,蓄力,蓄力,0.027000000000000024
002668,2019,0.426,0.442,蓄力,蓄力,0.016000000000000014
002668,2020,0.401,0.4,蓄力,蓄力,0.0010000000000000009
002668,2021,0.491,0.49,蓄力,蓄力,0.0010000000000000009
002668,2022,0.555,0.55,蓄力,蓄力,0.0050000000000000044
002668,2023,0.546,0.528,蓄力,蓄力,0.018000000000000016
002677,2018,0.639,0.666,蓄力,蓄力,0.027000000000000024
002677,2019,0.632,0.656,蓄力,蓄力,0.02400000000000002
002677,2020,0.639,0.647,蓄力,蓄力,0.008000000000000007
002677,2021,0.644,0.646,蓄力,蓄力,0.0020000000000000018
002677,2022,0.65,0.642,蓄力,蓄力,0.008000000000000007
002677,2023,0.694,0.666,蓄力,蓄力,0.027999999999999914
002692,2018,0.343,0.37,薄弱,薄弱,0.02699999999999997
002692,2019,0.376,0.38,薄弱,薄弱,0.0040000000000000036
002692,2020,0.323,0.323,薄弱,薄弱,0.0
002692,2021,0.304,0.313,薄弱,薄弱,0.009000000000000008
002692,2022,0.33,0.33,薄弱,薄弱,0.0
002692,2023,0.323,0.314,薄弱,薄弱,0.009000000000000008
002705,2018,0.635,0.652,蓄力,蓄力,0.017000000000000015
002705,2019,0.673,0.681,蓄力,蓄力,0.008000000000000007
002705,2020,0.655,0.653,蓄力,蓄力,0.0020000000000000018
002705,2021,0.628,0.624,蓄力,蓄力,0.0040000000000000036
002705,2022,0.694,0.691,蓄力,蓄力,0.0030000000000000027
002705,2023,0.724,0.731,就绪,就绪,0.007000000000000006
002706,2018,0.665,0.671,蓄力,蓄力,0.006000000000000005
002706,2019,0.669,0.667,蓄力,蓄力,0.0020000000000000018
002706,2020,0.635,0.637,蓄力,蓄力,0.0020000000000000018
002706,2021,0.601,0.611,蓄力,蓄力,0.010000000000000009
002706,2022,0.64,0.645,蓄力,蓄力,0.0050000000000000044
002706,2023,0.668,0.665,蓄力,蓄力,0.0030000000000000027
002723,2018,0.385,0.418,薄弱,蓄力,0.032999999999999974
002723,2019,0.391,0.41,薄弱,蓄力,0.01899999999999996
002723,2020,0.322,0.323,薄弱,薄弱,0.0010000000000000009
002723,2021,0.371,0.386,薄弱,薄弱,0.015000000000000013
002723,2022,0.348,0.337,薄弱,薄弱,0.010999999999999954
002723,2023,0.387,0.37,薄弱,薄弱,0.017000000000000015
002724,2018,0.717,0.737,就绪,就绪,0.020000000000000018
002724,2019,0.711,0.729,就绪,就绪,0.018000000000000016
002724,2020,0.703,0.712,就绪,就绪,0.009000000000000008
002724,2021,0.732,0.742,就绪,就绪,0.010000000000000009
002724,2022,0.65,0.644,蓄力,蓄力,0.006000000000000005
002724,2023,0.586,0.559,蓄力,蓄力,0.026999999999999913
002733,2018,0.52,0.537,蓄力,蓄力,0.017000000000000015
002733,2019,0.555,0.561,蓄力,蓄力,0.006000000000000005
002733,2020,0.532,0.53,蓄力,蓄力,0.0020000000000000018
002733,2021,0.454,0.446,蓄力,蓄力,0.008000000000000007
002733,2022,0.521,0.519,蓄力,蓄力,0.0020000000000000018
002733,2023,0.573,0.559,蓄力,蓄力,0.013999999999999901
002745,2018,0.541,0.568,蓄力,蓄力,0.026999999999999913
002745,2019,0.501,0.514,蓄力,蓄力,0.013000000000000012
002745,2020,0.519,0.517,蓄力,蓄力,0.0020000000000000018
002745,2021,0.533,0.519,蓄力,蓄力,0.014000000000000012
002745,2022,0.533,0.533,蓄力,蓄力,0.0
002745,2023,0.575,0.56,蓄力,蓄力,0.014999999999999902
002801,2018,0.602,0.615,蓄力,蓄力,0.013000000000000012
002801,2019,0.606,0.611,蓄力,蓄力,0.0050000000000000044
002801,2020,0.618,0.623,蓄力,蓄力,0.0050000000000000044
002801,2021,0.615,0.623,蓄力,蓄力,0.008000000000000007
002801,2022,0.672,0.661,蓄力,蓄力,0.01100000000000001
002801,2023,0.641,0.617,蓄力,蓄力,0.02400000000000002
002823,2018,0.532,0.557,蓄力,蓄力,0.025000000000000022
002823,2019,0.517,0.529,蓄力,蓄力,0.01200000000000001
002823,2020,0.521,0.521,蓄力,蓄力,0.0
002823,2021,0.425,0.426,蓄力,蓄力,0.0010000000000000009
002823,2022,0.449,0.447,蓄力,蓄力,0.0020000000000000018
002823,2023,0.465,0.458,蓄力,蓄力,0.007000000000000006
002851,2018,0.649,0.653,蓄力,蓄力,0.0040000000000000036
002851,2019,0.677,0.677,蓄力,蓄力,0.0
002851,2020,0.746,0.744,就绪,就绪,0.0020000000000000018
002851,2021,0.726,0.731,就绪,就绪,0.0050000000000000044
002851,2022,0.705,0.702,就绪,就绪,0.0030000000000000027
002851,2023,0.711,0.716,就绪,就绪,0.0050000000000000044
002860,2018,0.523,0.535,蓄力,蓄力,0.01200000000000001
002860,2019,0.542,0.554,蓄力,蓄力,0.01200000000000001
002860,2020,0.449,0.441,蓄力,蓄力,0.008000000000000007
002860,2021,0.471,0.473,蓄力,蓄力,0.0020000000000000018
002860,2022,0.405,0.407,蓄力,蓄力,0.0019999999999999463
002860,2023,0.397,0.4,薄弱,蓄力,0.0030000000000000027
002865,2018,0.337,0.362,薄弱,薄弱,0.024999999999999967
002865,2019,0.362,0.363,薄弱,薄弱,0.0010000000000000009
002865,2020,0.388,0.385,薄弱,薄弱,0.0030000000000000027
002865,2021,0.319,0.33,薄弱,薄弱,0.01100000000000001
002865,2022,0.416,0.417,蓄力,蓄力,0.0010000000000000009
002865,2023,0.383,0.381,薄弱,薄弱,0.0020000000000000018
002879,2018,0.571,0.585,蓄力,蓄力,0.014000000000000012
002879,2019,0.589,0.587,蓄力,蓄力,0.0020000000000000018
002879,2020,0.579,0.575,蓄力,蓄力,0.0040000000000000036
002879,2021,0.568,0.577,蓄力,蓄力,0.009000000000000008
002879,2022,0.492,0.486,蓄力,蓄力,0.006000000000000005
002879,2023,0.528,0.508,蓄力,蓄力,0.020000000000000018
002882,2018,0.54,0.556,蓄力,蓄力,0.016000000000000014
002882,2019,0.575,0.589,蓄力,蓄力,0.014000000000000012
002882,2020,0.53,0.524,蓄力,蓄力,0.006000000000000005
002882,2021,0.415,0.426,蓄力,蓄力,0.01100000000000001
002882,2022,0.543,0.54,蓄力,蓄力,0.0030000000000000027
002882,2023,0.488,0.47,蓄力,蓄力,0.018000000000000016
002892,2018,0.529,0.535,蓄力,蓄力,0.006000000000000005
002892,2019,0.529,0.526,蓄力,蓄力,0.0030000000000000027
002892,2020,0.54,0.537,蓄力,蓄力,0.0030000000000000027
002892,2021,0.517,0.523,蓄力,蓄力,0.006000000000000005
002892,2022,0.507,0.506,蓄力,蓄力,0.0010000000000000009
002892,2023,0.548,0.521,蓄力,蓄力,0.027000000000000024
002897,2018,0.555,0.583,蓄力,蓄力,0.027999999999999914
002897,2019,0.476,0.484,蓄力,蓄力,0.008000000000000007
002897,2020,0.512,0.502,蓄力,蓄力,0.010000000000000009
002897,2021,0.44,0.439,蓄力,蓄力,0.0010000000000000009
002897,2022,0.511,0.505,蓄力,蓄力,0.006000000000000005
002897,2023,0.469,0.455,蓄力,蓄力,0.013999999999999957
002922,2018,0.576,0.598,蓄力,蓄力,0.02200000000000002
002922,2019,0.582,0.606,蓄力,蓄力,0.02400000000000002
002922,2020,0.573,0.583,蓄力,蓄力,0.010000000000000009
002922,2021,0.628,0.636,蓄力,蓄力,0.008000000000000007
002922,2022,0.59,0.589,蓄力,蓄力,0.0010000000000000009
002922,2023,0.633,0.62,蓄力,蓄力,0.013000000000000012
002927,2018,0.601,0.604,蓄力,蓄力,0.0030000000000000027
002927,2019,0.542,0.538,蓄力,蓄力,0.0040000000000000036
002927,2020,0.542,0.533,蓄力,蓄力,0.009000000000000008
002927,2021,0.562,0.568,蓄力,蓄力,0.005999999999999894
002927,2022,0.525,0.528,蓄力,蓄力,0.0030000000000000027
002927,2023,0.517,0.507,蓄力,蓄力,0.010000000000000009
002953,2019,0.557,0.567,蓄力,蓄力,0.009999999999999898
002953,2020,0.512,0.507,蓄力,蓄力,0.0050000000000000044
002953,2021,0.425,0.426,蓄力,蓄力,0.0010000000000000009
002953,2022,0.404,0.396,蓄力,薄弱,0.008000000000000007
002953,2023,0.47,0.451,蓄力,蓄力,0.01899999999999996
002959,2019,0.49,0.491,蓄力,蓄力,0.0010000000000000009
002959,2020,0.533,0.532,蓄力,蓄力,0.0010000000000000009
002959,2021,0.547,0.553,蓄力,蓄力,0.006000000000000005
002959,2022,0.528,0.522,蓄力,蓄力,0.006000000000000005
002959,2023,0.551,0.551,蓄力,蓄力,0.0
003021,2020,0.687,0.689,蓄力,蓄力,0.0019999999999998908
003021,2021,0.671,0.669,蓄力,蓄力,0.0020000000000000018
003021,2022,0.667,0.662,蓄力,蓄力,0.0050000000000000044
003021,2023,0.657,0.639,蓄力,蓄力,0.018000000000000016
003023,2020,0.48,0.465,蓄力,蓄力,0.014999999999999958
003023,2021,0.499,0.498,蓄力,蓄力,0.0010000000000000009
003023,2022,0.48,0.478,蓄力,蓄力,0.0020000000000000018
003023,2023,0.483,0.479,蓄力,蓄力,0.0040000000000000036
300001,2018,0.581,0.604,蓄力,蓄力,0.02300000000000002
300001,2019,0.61,0.617,蓄力,蓄力,0.007000000000000006
300001,2020,0.535,0.54,蓄力,蓄力,0.0050000000000000044
300001,2021,0.476,0.492,蓄力,蓄力,0.016000000000000014
300001,2022,0.458,0.451,蓄力,蓄力,0.007000000000000006
300001,2023,0.462,0.451,蓄力,蓄力,0.01100000000000001
300014,2018,0.606,0.621,蓄力,蓄力,0.015000000000000013
300014,2019,0.7,0.706,就绪,就绪,0.006000000000000005
300014,2020,0.751,0.744,就绪,就绪,0.007000000000000006
300014,2021,0.698,0.696,蓄力,蓄力,0.0020000000000000018
300014,2022,0.655,0.654,蓄力,蓄力,0.0010000000000000009
300014,2023,0.679,0.678,蓄力,蓄力,0.0010000000000000009
300018,2018,0.5,0.508,蓄力,蓄力,0.008000000000000007
300018,2019,0.588,0.601,蓄力,蓄力,0.013000000000000012
300018,2020,0.592,0.584,蓄力,蓄力,0.008000000000000007
300018,2021,0.634,0.64,蓄力,蓄力,0.006000000000000005
300018,2022,0.533,0.528,蓄力,蓄力,0.0050000000000000044
300018,2023,0.603,0.592,蓄力,蓄力,0.01100000000000001
300032,2018,0.444,0.464,蓄力,蓄力,0.020000000000000018
300032,2019,0.447,0.469,蓄力,蓄力,0.021999999999999964
300032,2020,0.406,0.407,蓄力,蓄力,0.0009999999999999454
300032,2021,0.402,0.409,蓄力,蓄力,0.006999999999999951
300032,2022,0.363,0.355,薄弱,薄弱,0.008000000000000007
300032,2023,0.361,0.339,薄弱,薄弱,0.021999999999999964
300048,2018,0.476,0.485,蓄力,蓄力,0.009000000000000008
300048,2019,0.501,0.496,蓄力,蓄力,0.0050000000000000044
300048,2020,0.472,0.474,蓄力,蓄力,0.0020000000000000018
300048,2021,0.534,0.542,蓄力,蓄力,0.008000000000000007
300048,2022,0.504,0.5,蓄力,蓄力,0.0040000000000000036
300048,2023,0.434,0.427,蓄力,蓄力,0.007000000000000006
300062,2018,0.358,0.386,薄弱,薄弱,0.028000000000000025
300062,2019,0.381,0.401,薄弱,蓄力,0.020000000000000018
300062,2020,0.366,0.363,薄弱,薄弱,0.0030000000000000027
300062,2021,0.36,0.367,薄弱,薄弱,0.007000000000000006
300062,2022,0.407,0.399,蓄力,薄弱,0.007999999999999952
300062,2023,0.385,0.363,薄弱,薄弱,0.02200000000000002
300068,2018,0.528,0.543,蓄力,蓄力,0.015000000000000013
300068,2019,0.553,0.56,蓄力,蓄力,0.007000000000000006
300068,2020,0.509,0.501,蓄力,蓄力,0.008000000000000007
300068,2021,0.47,0.472,蓄力,蓄力,0.0020000000000000018
300068,2022,0.467,0.46,蓄力,蓄力,0.007000000000000006
300068,2023,0.468,0.461,蓄力,蓄力,0.007000000000000006
300069,2018,0.361,0.365,薄弱,薄弱,0.0040000000000000036
300069,2019,0.413,0.419,蓄力,蓄力,0.006000000000000005
300069,2020,0.318,0.313,薄弱,薄弱,0.0050000000000000044
300069,2021,0.275,0.288,薄弱,薄弱,0.012999999999999956
300069,2022,0.354,0.351,薄弱,薄弱,0.0030000000000000027
300069,2023,0.322,0.312,薄弱,薄弱,0.010000000000000009
300080,2018,0.277,0.296,薄弱,薄弱,0.01899999999999996
300080,2019,0.54,0.54,蓄力,蓄力,0.0
300080,2020,0.417,0.418,蓄力,蓄力,0.0010000000000000009
300080,2021,0.39,0.404,薄弱,蓄力,0.014000000000000012
300080,2022,0.448,0.447,蓄力,蓄力,0.0010000000000000009
300080,2023,0.386,0.377,薄弱,薄弱,0.009000000000000008
300093,2018,0.444,0.469,蓄力,蓄力,0.024999999999999967
300093,2019,0.406,0.416,蓄力,蓄力,0.009999999999999953
300093,2020,0.43,0.426,蓄力,蓄力,0.0040000000000000036
300093,2021,0.388,0.388,薄弱,薄弱,0.0
300093,2022,0.341,0.33,薄弱,薄弱,0.01100000000000001
300093,2023,0.362,0.326,薄弱,薄弱,0.035999999999999976
300105,2018,0.508,0.538,蓄力,蓄力,0.030000000000000027
300105,2019,0.512,0.534,蓄力,蓄力,0.02200000000000002
300105,2020,0.464,0.465,蓄力,蓄力,0.0010000000000000009
300105,2021,0.453,0.467,蓄力,蓄力,0.014000000000000012
300105,2022,0.488,0.487,蓄力,蓄力,0.0010000000000000009
300105,2023,0.447,0.432,蓄力,蓄力,0.015000000000000013
300118,2018,0.44,0.454,蓄力,蓄力,0.014000000000000012
300118,2019,0.595,0.6,蓄力,蓄力,0.0050000000000000044
300118,2020,0.635,0.634,蓄力,蓄力,0.0010000000000000009
300118,2021,0.578,0.586,蓄力,蓄力,0.008000000000000007
300118,2022,0.564,0.561,蓄力,蓄力,0.0029999999999998916
300118,2023,0.542,0.54,蓄力,蓄力,0.0020000000000000018
300124,2018,0.824,0.836,就绪,就绪,0.01200000000000001
300124,2019,0.805,0.803,就绪,就绪,0.0020000000000000018
300124,2020,0.831,0.836,就绪,就绪,0.0050000000000000044
300124,2021,0.841,0.846,就绪,就绪,0.0050000000000000044
300124,2022,0.829,0.834,就绪,就绪,0.0050000000000000044
300124,2023,0.809,0.812,就绪,就绪,0.0030000000000000027
300125,2018,0.343,0.363,薄弱,薄弱,0.019999999999999962
300125,2019,0.359,0.384,薄弱,薄弱,0.025000000000000022
300125,2020,0.344,0.347,薄弱,薄弱,0.0030000000000000027
300125,2021,0.26,0.27,薄弱,薄弱,0.010000000000000009
300125,2022,0.256,0.254,薄弱,薄弱,0.0020000000000000018
300125,2023,0.243,0.227,薄弱,薄弱,0.015999999999999986
300129,2018,0.459,0.484,蓄力,蓄力,0.024999999999999967
300129,2019,0.489,0.504,蓄力,蓄力,0.015000000000000013
300129,2020,0.596,0.593,蓄力,蓄力,0.0030000000000000027
300129,2021,0.542,0.537,蓄力,蓄力,0.0050000000000000044
300129,2022,0.559,0.554,蓄力,蓄力,0.0050000000000000044
300129,2023,0.55,0.527,蓄力,蓄力,0.02300000000000002
300141,2018,0.311,0.323,薄弱,薄弱,0.01200000000000001
300141,2019,0.334,0.336,薄弱,薄弱,0.0020000000000000018
300141,2020,0.422,0.416,蓄力,蓄力,0.006000000000000005
300141,2021,0.427,0.444,蓄力,蓄力,0.017000000000000015
300141,2022,0.363,0.359,薄弱,薄弱,0.0040000000000000036
300141,2023,0.371,0.355,薄弱,薄弱,0.016000000000000014
300153,2018,0.44,0.465,蓄力,蓄力,0.025000000000000022
300153,2019,0.433,0.444,蓄力,蓄力,0.01100000000000001
300153,2020,0.406,0.409,蓄力,蓄力,0.002999999999999947
300153,2021,0.366,0.375,薄弱,薄弱,0.009000000000000008
300153,2022,0.374,0.366,薄弱,薄弱,0.008000000000000007
300153,2023,0.384,0.359,薄弱,薄弱,0.025000000000000022
300207,2018,0.523,0.561,蓄力,蓄力,0.038000000000000034
300207,2019,0.562,0.574,蓄力,蓄力,0.0119999999999999
300207,2020,0.578,0.572,蓄力,蓄力,0.006000000000000005
300207,2021,0.577,0.581,蓄力,蓄力,0.0040000000000000036
300207,2022,0.559,0.555,蓄力,蓄力,0.0040000000000000036
300207,2023,0.598,0.598,蓄力,蓄力,0.0
300247,2018,0.53,0.55,蓄力,蓄力,0.020000000000000018
300247,2019,0.47,0.484,蓄力,蓄力,0.014000000000000012
300247,2020,0.389,0.39,薄弱,薄弱,0.0010000000000000009
300247,2021,0.462,0.463,蓄力,蓄力,0.0010000000000000009
300247,2022,0.548,0.544,蓄力,蓄力,0.0040000000000000036
300247,2023,0.459,0.435,蓄力,蓄力,0.02400000000000002
300252,2018,0.552,0.566,蓄力,蓄力,0.013999999999999901
300252,2019,0.529,0.542,蓄力,蓄力,0.013000000000000012
300252,2020,0.519,0.523,蓄力,蓄力,0.0040000000000000036
300252,2021,0.532,0.538,蓄力,蓄力,0.006000000000000005
300252,2022,0.501,0.496,蓄力,蓄力,0.0050000000000000044
300252,2023,0.531,0.527,蓄力,蓄力,0.0040000000000000036
300265,2018,0.436,0.466,蓄力,蓄力,0.030000000000000027
300265,2019,0.417,0.438,蓄力,蓄力,0.02100000000000002
300265,2020,0.488,0.487,蓄力,蓄力,0.0010000000000000009
300265,2021,0.461,0.472,蓄力,蓄力,0.010999999999999954
300265,2022,0.488,0.487,蓄力,蓄力,0.0010000000000000009
300265,2023,0.583,0.547,蓄力,蓄力,0.03599999999999992
300272,2018,0.658,0.681,蓄力,蓄力,0.02300000000000002
300272,2019,0.55,0.565,蓄力,蓄力,0.014999999999999902
300272,2020,0.523,0.523,蓄力,蓄力,0.0
300272,2021,0.573,0.572,蓄力,蓄力,0.0010000000000000009
300272,2022,0.567,0.557,蓄力,蓄力,0.009999999999999898
300272,2023,0.598,0.59,蓄力,蓄力,0.008000000000000007
300274,2018,0.681,0.698,蓄力,蓄力,0.016999999999999904
300274,2019,0.67,0.673,蓄力,蓄力,0.0030000000000000027
300274,2020,0.725,0.711,就绪,就绪,0.014000000000000012
300274,2021,0.684,0.682,蓄力,蓄力,0.0020000000000000018
300274,2022,0.681,0.683,蓄力,蓄力,0.0020000000000000018
300274,2023,0.67,0.671,蓄力,蓄力,0.0010000000000000009
300283,2018,0.317,0.348,薄弱,薄弱,0.030999999999999972
300283,2019,0.309,0.327,薄弱,薄弱,0.018000000000000016
300283,2020,0.336,0.337,薄弱,薄弱,0.0010000000000000009
300283,2021,0.35,0.345,薄弱,薄弱,0.0050000000000000044
300283,2022,0.345,0.336,薄弱,薄弱,0.008999999999999952
300283,2023,0.327,0.312,薄弱,薄弱,0.015000000000000013
300317,2018,0.291,0.315,薄弱,薄弱,0.02400000000000002
300317,2019,0.396,0.413,薄弱,蓄力,0.01699999999999996
300317,2020,0.42,0.424,蓄力,蓄力,0.0040000000000000036
300317,2021,0.397,0.4,薄弱,蓄力,0.0030000000000000027
300317,2022,0.51,0.504,蓄力,蓄力,0.006000000000000005
300317,2023,0.452,0.424,蓄力,蓄力,0.028000000000000025
300345,2018,0.482,0.49,蓄力,蓄力,0.008000000000000007
300345,2019,0.604,0.607,蓄力,蓄力,0.0030000000000000027
300345,2020,0.382,0.384,薄弱,薄弱,0.0020000000000000018
300345,2021,0.407,0.418,蓄力,蓄力,0.01100000000000001
300345,2022,0.379,0.368,薄弱,薄弱,0.01100000000000001
300345,2023,0.275,0.256,薄弱,薄弱,0.019000000000000017
300376,2018,0.563,0.584,蓄力,蓄力,0.02100000000000002
300376,2019,0.564,0.588,蓄力,蓄力,0.02400000000000002
300376,2020,0.543,0.536,蓄力,蓄力,0.007000000000000006
300376,2021,0.538,0.534,蓄力,蓄力,0.0040000000000000036
300376,2022,0.537,0.537,蓄力,蓄力,0.0
300376,2023,0.62,0.597,蓄力,蓄力,0.02300000000000002
300393,2018,0.476,0.507,蓄力,蓄力,0.031000000000000028
300393,2019,0.532,0.547,蓄力,蓄力,0.015000000000000013
300393,2020,0.524,0.524,蓄力,蓄力,0.0
300393,2021,0.437,0.443,蓄力,蓄力,0.006000000000000005
300393,2022,0.493,0.493,蓄力,蓄力,0.0
300393,2023,0.501,0.492,蓄力,蓄力,0.009000000000000008
300403,2018,0.574,0.58,蓄力,蓄力,0.006000000000000005
300403,2019,0.613,0.633,蓄力,蓄力,0.020000000000000018
300403,2020,0.579,0.58,蓄力,蓄力,0.0010000000000000009
300403,2021,0.579,0.589,蓄力,蓄力,0.010000000000000009
300403,2022,0.592,0.582,蓄力,蓄力,0.010000000000000009
300403,2023,0.588,0.556,蓄力,蓄力,0.03199999999999992
300423,2018,0.448,0.464,蓄力,蓄力,0.016000000000000014
300423,2019,0.474,0.476,蓄力,蓄力,0.0020000000000000018
300423,2020,0.486,0.468,蓄力,蓄力,0.01799999999999996
300423,2021,0.432,0.442,蓄力,蓄力,0.010000000000000009
300423,2022,0.353,0.355,薄弱,薄弱,0.0020000000000000018
300423,2023,0.284,0.274,薄弱,薄弱,0.009999999999999953
300427,2018,0.567,0.592,蓄力,蓄力,0.025000000000000022
300427,2019,0.529,0.546,蓄力,蓄力,0.017000000000000015
300427,2020,0.532,0.528,蓄力,蓄力,0.0040000000000000036
300427,2021,0.46,0.461,蓄力,蓄力,0.0010000000000000009
300427,2022,0.52,0.514,蓄力,蓄力,0.006000000000000005
300427,2023,0.418,0.396,蓄力,薄弱,0.021999999999999964
300438,2018,0.547,0.578,蓄力,蓄力,0.030999999999999917
300438,2019,0.499,0.517,蓄力,蓄力,0.018000000000000016
300438,2020,0.46,0.455,蓄力,蓄力,0.0050000000000000044
300438,2021,0.494,0.497,蓄力,蓄力,0.0030000000000000027
300438,2022,0.549,0.545,蓄力,蓄力,0.0040000000000000036
300438,2023,0.539,0.521,蓄力,蓄力,0.018000000000000016
300444,2018,0.456,0.475,蓄力,蓄力,0.01899999999999996
300444,2019,0.324,0.327,薄弱,薄弱,0.0030000000000000027
300444,2020,0.352,0.35,薄弱,薄弱,0.0020000000000000018
300444,2021,0.393,0.403,薄弱,蓄力,0.010000000000000009
300444,2022,0.336,0.333,薄弱,薄弱,0.0030000000000000027
300444,2023,0.365,0.355,薄弱,薄弱,0.010000000000000009
300447,2018,0.47,0.48,蓄力,蓄力,0.010000000000000009
300447,2019,0.606,0.607,蓄力,蓄力,0.0010000000000000009
300447,2020,0.58,0.571,蓄力,蓄力,0.009000000000000008
300447,2021,0.584,0.593,蓄力,蓄力,0.009000000000000008
300447,2022,0.579,0.582,蓄力,蓄力,0.0030000000000000027
300447,2023,0.561,0.552,蓄力,蓄力,0.009000000000000008
300477,2018,0.382,0.397,薄弱,薄弱,0.015000000000000013
300477,2019,0.421,0.434,蓄力,蓄力,0.013000000000000012
300477,2020,0.383,0.387,薄弱,薄弱,0.0040000000000000036
300477,2021,0.46,0.455,蓄力,蓄力,0.0050000000000000044
300477,2022,0.435,0.428,蓄力,蓄力,0.007000000000000006
300477,2023,0.441,0.418,蓄力,蓄力,0.02300000000000002
300484,2018,0.449,0.457,蓄力,蓄力,0.008000000000000007
300484,2019,0.392,0.389,薄弱,薄弱,0.0030000000000000027
300484,2020,0.484,0.464,蓄力,蓄力,0.019999999999999962
300484,2021,0.509,0.52,蓄力,蓄力,0.01100000000000001
300484,2022,0.547,0.551,蓄力,蓄力,0.0040000000000000036
300484,2023,0.473,0.47,蓄力,蓄力,0.0030000000000000027
300490,2018,0.542,0.565,蓄力,蓄力,0.02299999999999991
300490,2019,0.542,0.559,蓄力,蓄力,0.017000000000000015
300490,2020,0.513,0.515,蓄力,蓄力,0.0020000000000000018
300490,2021,0.481,0.5,蓄力,蓄力,0.019000000000000017
300490,2022,0.427,0.422,蓄力,蓄力,0.0050000000000000044
300490,2023,0.443,0.422,蓄力,蓄力,0.02100000000000002
300491,2018,0.463,0.46,蓄力,蓄力,0.0030000000000000027
300491,2019,0.517,0.521,蓄力,蓄力,0.0040000000000000036
300491,2020,0.535,0.517,蓄力,蓄力,0.018000000000000016
300491,2021,0.526,0.531,蓄力,蓄力,0.0050000000000000044
300491,2022,0.51,0.509,蓄力,蓄力,0.0010000000000000009
300491,2023,0.535,0.534,蓄力,蓄力,0.0010000000000000009
300499,2018,0.461,0.485,蓄力,蓄力,0.023999999999999966
300499,2019,0.412,0.44,蓄力,蓄力,0.028000000000000025
300499,2020,0.456,0.451,蓄力,蓄力,0.0050000000000000044
300499,2021,0.452,0.45,蓄力,蓄力,0.0020000000000000018
300499,2022,0.621,0.615,蓄力,蓄力,0.006000000000000005
300499,2023,0.507,0.482,蓄力,蓄力,0.025000000000000022
300510,2018,0.641,0.669,蓄力,蓄力,0.028000000000000025
300510,2019,0.558,0.569,蓄力,蓄力,0.010999999999999899
300510,2020,0.631,0.639,蓄力,蓄力,0.008000000000000007
300510,2021,0.535,0.551,蓄力,蓄力,0.016000000000000014
300510,2022,0.494,0.486,蓄力,蓄力,0.008000000000000007
300510,2023,0.475,0.457,蓄力,蓄力,0.01799999999999996
300530,2018,0.559,0.558,蓄力,蓄力,0.0010000000000000009
300530,2019,0.511,0.508,蓄力,蓄力,0.0030000000000000027
300530,2020,0.299,0.289,薄弱,薄弱,0.010000000000000009
300530,2021,0.315,0.321,薄弱,薄弱,0.006000000000000005
300530,2022,0.264,0.26,薄弱,薄弱,0.0040000000000000036
300530,2023,0.283,0.272,薄弱,薄弱,0.010999999999999954
300569,2018,0.415,0.427,蓄力,蓄力,0.01200000000000001
300569,2019,0.41,0.397,蓄力,薄弱,0.012999999999999956
300569,2020,0.433,0.411,蓄力,蓄力,0.02200000000000002
300569,2021,0.459,0.457,蓄力,蓄力,0.0020000000000000018
300569,2022,0.421,0.413,蓄力,蓄力,0.008000000000000007
300569,2023,0.413,0.396,蓄力,薄弱,0.01699999999999996
300593,2018,0.451,0.458,蓄力,蓄力,0.007000000000000006
300593,2019,0.499,0.496,蓄力,蓄力,0.0030000000000000027
300593,2020,0.631,0.629,蓄力,蓄力,0.0020000000000000018
300593,2021,0.606,0.614,蓄力,蓄力,0.008000000000000007
300593,2022,0.671,0.668,蓄力,蓄力,0.0030000000000000027
300593,2023,0.601,0.583,蓄力,蓄力,0.018000000000000016
300617,2018,0.516,0.529,蓄力,蓄力,0.013000000000000012
300617,2019,0.511,0.51,蓄力,蓄力,0.0010000000000000009
300617,2020,0.535,0.536,蓄力,蓄力,0.0010000000000000009
300617,2021,0.585,0.593,蓄力,蓄力,0.008000000000000007
300617,2022,0.492,0.49,蓄力,蓄力,0.0020000000000000018
300617,2023,0.59,0.586,蓄力,蓄力,0.0040000000000000036
300625,2018,0.53,0.547,蓄力,蓄力,0.017000000000000015
300625,2019,0.556,0.553,蓄力,蓄力,0.0030000000000000027
300625,2020,0.599,0.592,蓄力,蓄力,0.007000000000000006
300625,2021,0.478,0.485,蓄力,蓄力,0.007000000000000006
300625,2022,0.533,0.525,蓄力,蓄力,0.008000000000000007
300625,2023,0.588,0.577,蓄力,蓄力,0.01100000000000001
300626,2018,0.402,0.421,蓄力,蓄力,0.01899999999999996
300626,2019,0.375,0.374,薄弱,薄弱,0.0010000000000000009
300626,2020,0.377,0.373,薄弱,薄弱,0.0040000000000000036
300626,2021,0.425,0.424,蓄力,蓄力,0.0010000000000000009
300626,2022,0.363,0.363,薄弱,薄弱,0.0
300626,2023,0.317,0.309,薄弱,薄弱,0.008000000000000007
